ENSG	ncbi_geneid	gene	ON_score	PD_log2fc1 (PMID:37347276)	PD_log2fc2 (PMID: 27611585)	PD_log2fc3 (PMID: 33390883)	TWAS	availability_association	Evidence	PD_score	gene2pubmed_score	PMIDs_PD	PMIDs_NCBI
ENSG00000258947	10381	TUBB3	-21	NotFound	-0.809495008	-0.8964	NotFound	yes	OpenTargets	1	352	36206343	"2461292, 3459176, 7591286, 7789418, 8098743, 8125298, 8619990, 9473684, 10191277, 10393037, 10908577, 12477932, 12486001, 12789263, 12905530, 14702039, 14744259, 15203218, 15303970, 15331610, 15489334, 15671559, 15691386, 15698476, 16061864, 16169070, 16344560, 16526095, 16675570, 16816122, 17239008, 17289895, 17360745, 17406983, 17543088, 17620599, 17671431, 17714470, 18029348, 18178340, 18379434, 18435451, 18497984, 18613978, 18645017, 18784752, 18946987, 18977553, 19059912, 19074767, 19122647, 19322201, 19360438, 19380743, 19405953, 19454010, 19690549, 19724850, 19828208, 19899405, 20021611, 20074521, 20087230, 20111909, 20220512, 20301522, 20393110, 20403547, 20406197, 20409569, 20467437, 20473970, 20534991, 20587520, 20829227, 20868593, 20877724, 20890123, 21044950, 21045157, 21059598, 21071418, 21145461, 21163067, 21289518, 21315408, 21520077, 21525035, 21528130, 21532586, 21565611, 21586171, 21630459, 21781528, 21820201, 21873635, 21900206, 21988832, 22159867, 22174317, 22180309, 22199357, 22209775, 22266860, 22268729, 22337587, 22358390, 22438565, 22502701, 22684772, 22740207, 22766748, 22863883, 22939629, 23218766, 23349634, 23378218, 23402259, 23443559, 23454725, 23463506, 23532817, 23533145, 23585021, 23667531, 23703321, 23810210, 23817083, 23826228, 23853246, 23869586, 23902687, 23941826, 23956138, 24021646, 24053422, 24113009, 24232867, 24251416, 24337577, 24374158, 24612975, 24614595, 24661907, 24705847, 24706829, 24722794, 24762590, 24894670, 24905733, 25039376, 25130963, 25244496, 25324306, 25414139, 25416788, 25476789, 25482575, 25499913, 25544769, 25559402, 25661915, 25724666, 25740311, 25798074, 25864199, 25894372, 25921289, 25944111, 25963833, 25964544, 26165688, 26186194, 26198101, 26209609, 26217791, 26252353, 26317901, 26344197, 26389662, 26406408, 26416565, 26426765, 26460568, 26490262, 26496610, 26583432, 26586574, 26591579, 26618866, 26639658, 26657157, 26673895, 26687479, 26777405, 26816005, 26826352, 26831064, 26972000, 27010057, 27025967, 27046833, 27070645, 27129203, 27129302, 27188792, 27207668, 27284014, 27428177, 27586205, 27591049, 27609421, 27664236, 27684187, 28024114, 28025079, 28056823, 28075472, 28180282, 28275089, 28302793, 28378594, 28397704, 28483977, 28514442, 28640948, 28648944, 28977470, 29022485, 29053956, 29117863, 29229926, 29285303, 29293652, 29331416, 29339176, 29382549, 29395067, 29467282, 29491095, 29491746, 29507755, 29563501, 29568061, 29802200, 29845934, 29898993, 29955894, 30166453, 30258100, 30274258, 30425250, 30442766, 30554943, 30570863, 30575818, 30583584, 30674344, 30711942, 30809309, 30833792, 30865227, 31010829, 31048545, 31091453, 31180492, 31187490, 31226147, 31302631, 31343991, 31462707, 31473790, 31478661, 31501420, 31541710, 31586073, 31658275, 31669268, 31678930, 31685807, 31980649, 31992359, 32092782, 32121295, 32169460, 32310826, 32393512, 32409323, 32522106, 32573066, 32585672, 32705776, 32780723, 32994395, 33022573, 33024031, 33194618, 33252195, 33301849, 33462405, 33567341, 33822514, 33863777, 33882306, 33921132, 33961781, 34079125, 34318630, 34428256, 34644545, 34650049, 34652576, 34709727, 34857952, 34996871, 35013218, 35031058, 35241646, 35244772, 35256949, 35271311, 35338135, 35384245, 35439318, 35446349, 35546148, 35562734, 35765833, 35777956, 35819319, 35831314, 35914814, 35944360, 36030824, 36042349, 36055981, 36114006, 36168628, 36215168, 36309617, 36373674, 36470425, 36517590, 36538041, 36584595, 36604567, 36762613, 36912080, 37120454, 37151849, 37646890, 37931956"
ENSG00000187193	4501	MT1X	23	NotFound	0.40143197	NotFound	NotFound	yes	"OpenTargets,PubChem"	15	44	"18992145, 22780124, 33964119, 11930164, 20110911, 33159932, 21800131, 15511288, 26444951, 25436572, 27829983, 18571301, 24247862, 28478550, 27693415"	"2286373, 8049263, 8119276, 8619255, 9074634, 9831543, 10575295, 10754528, 10774930, 11076863, 11168427, 11693492, 12477932, 12539042, 14718574, 15489334, 15489336, 16381901, 16827180, 18854154, 19322201, 19817957, 19881214, 20551211, 20812968, 21044950, 21103663, 21873635, 22108904, 22780124, 23251525, 24690879, 27107086, 27684187, 27797228, 29873415, 30932010, 32296183, 34185411, 34186245, 35356984, 35831314, 36149322, 36861887"
ENSG00000205364	4499	MT1M	32	NotFound	-1.063393954	NotFound	NotFound	yes	PubChem	13	25	"33964119, 11930164, 20110911, 33159932, 21800131, 15511288, 26444951, 25436572, 27829983, 18571301, 24247862, 28478550, 27693415"	"2286373, 8049263, 10575295, 10774930, 12477932, 12539042, 15489334, 17244347, 21873635, 21988832, 22971577, 23398456, 24782625, 27650047, 27808371, 28380433, 29461597, 30227328, 31002354, 32296183, 32545848, 33820882, 33961781, 35256949, 37276792"
ENSG00000145794	84466	MEGF10	-44	NotFound	0.454562201	NotFound	NotFound	no	-	0	37	-	"11347906, 12421765, 12477932, 14702039, 16344560, 17205124, 17498693, 17643423, 18179784, 19197986, 19721717, 20379614, 20813413, 20828568, 21653829, 21873635, 22101682, 22371254, 22407321, 22993420, 23382691, 23453856, 23535033, 23954233, 25044114, 26802438, 27170117, 27862318, 28498977, 28536440, 29676528, 29887919, 30021884, 31267131, 33512044, 34828389, 36849355"
ENSG00000103257	8140	SLC7A5	24	-0.33614601	NotFound	NotFound	NotFound	yes	OpenTargets	4	298	"20606323, 36369754, 33195053, 25157349"	"1597461, 7561057, 7829099, 8922468, 9403839, 9751058, 9829974, 9878049, 10049700, 10072483, 10568788, 10574970, 10629848, 11095508, 11311135, 11535130, 11557028, 11564694, 11742812, 11847106, 12009310, 12117417, 12225859, 12477932, 12824232, 12925876, 15178563, 15200428, 15302935, 15489334, 15589117, 15769744, 15900591, 15901826, 16097034, 16175382, 16496379, 17197568, 17558306, 17622555, 18095110, 18195088, 18253116, 18262359, 18294274, 18382329, 18440724, 18619525, 18813831, 19018776, 19068093, 19075510, 19121087, 19171406, 19184136, 19322201, 19347882, 19430419, 19559497, 19635099, 19777189, 19946888, 20091333, 20374249, 20375792, 20458337, 20510678, 20601542, 20680301, 21055621, 21371427, 21439283, 21486766, 21501294, 21530999, 21798283, 21873635, 22007000, 22077314, 22110199, 22199264, 22736142, 22810586, 22813728, 22939629, 23103253, 23137377, 23221699, 23270998, 23438482, 23516127, 23567998, 23696029, 23809372, 23824658, 23912240, 24038088, 24131658, 24168110, 24189400, 24606907, 24639526, 24694899, 24704384, 24726839, 24816252, 24890221, 24981860, 25089027, 25220100, 25385314, 25597310, 25701737, 25835180, 25852190, 25908107, 25979827, 25998567, 26050671, 26054677, 26237765, 26256001, 26305885, 26437640, 26439863, 26496610, 26590417, 26608079, 26621329, 26638075, 26657287, 26724922, 26850337, 26944194, 26972000, 27025967, 27224648, 27276226, 27462432, 27550420, 27566573, 27567475, 27591049, 27834933, 27846244, 27912058, 28052681, 28112518, 28190014, 28320871, 28347255, 28378594, 28515276, 28626091, 28739699, 28784848, 28937983, 29117863, 29149426, 29180619, 29198077, 29229926, 29277611, 29278358, 29326164, 29367342, 29422900, 29507755, 29509190, 29564676, 29566741, 29568061, 30029480, 30097533, 30103560, 30194290, 30241549, 30280653, 30300664, 30352685, 30374619, 30480742, 30528230, 30591441, 30591453, 30639242, 30670494, 30737378, 30784173, 30804502, 30833792, 30867591, 30948266, 30996345, 31092450, 31160781, 31253590, 31282475, 31409639, 31527615, 31586073, 31605740, 31636293, 31678930, 31701662, 31728037, 31732153, 31748583, 31791063, 31871319, 31963507, 31980649, 31992742, 31995728, 32060556, 32093034, 32144539, 32240722, 32359697, 32405891, 32410110, 32458655, 32469987, 32687490, 32807901, 32821949, 32867828, 32913203, 33001560, 33001583, 33066406, 33080218, 33144569, 33164746, 33256804, 33397691, 33436954, 33657992, 33742100, 33957083, 34079125, 34091991, 34102206, 34182526, 34185411, 34186245, 34201429, 34369648, 34373451, 34672954, 34681614, 34709727, 34737339, 34759371, 34792178, 34836160, 34856000, 34921745, 34942513, 35007762, 35121373, 35176108, 35177712, 35269556, 35271311, 35301401, 35337019, 35346864, 35559673, 35696571, 35748872, 35777956, 35819319, 35844135, 35848618, 35850772, 35944360, 36168628, 36192404, 36215168, 36237976, 36371738, 36526897, 36610398, 36653319, 36768934, 37120454, 37164714, 37232246, 37616343, 37728471, 37731509, 37774976, 37827155, 37861075, 37953589, 38117590, 38245532"
ENSG00000287299			34	0.59436733	NotFound	NotFound	NotFound	no	-	0	0	-	
ENSG00000175093	92369	SPSB4	-23	NotFound	-1.591664705	NotFound	NotFound	no	-	0	22	-	"12076535, 12477932, 14702039, 15146197, 15489334, 15601820, 15713673, 19159283, 20379614, 20561531, 20603330, 21199876, 21873635, 23041239, 24262325, 26392558, 28514442, 28931592, 31607207, 32513696, 32814053, 33961781"
ENSG00000101977	4168	MCF2	29	NotFound	NotFound	-0.6875	NotFound	no	-	0	39	-	"1611909, 2065022, 2577874, 2613238, 3056717, 3281159, 3491366, 8276860, 9681826, 10403766, 10518015, 10652228, 10854437, 10925207, 11062019, 11134331, 11756498, 11907027, 12376548, 12376551, 12445822, 12787561, 13679059, 15772651, 16344560, 17178836, 17538024, 17606614, 18470881, 18728402, 19373475, 20479760, 21712385, 21873635, 22984590, 23376485, 25723869, 31416844, 32203420"
ENSG00000229337			36	0.855575766	NotFound	NotFound	NotFound	no	-	0	0	-	
ENSG00000145217	10861	SLC26A1	-23	NotFound	NotFound	NotFound	twas	yes	OpenTargets	8	19	"22451204, 22438815, 34064523, 30957308, 28892059, 25064009, 31701892, 20711177"	"11087667, 11581495, 12477932, 12713736, 17119850, 17881426, 21093948, 21873635, 23815884, 24250268, 24647542, 26598620, 27125215, 27210743, 27412988, 29507755, 32296183, 33961781, 36719378"
ENSG00000197815			-23	0.51911267	NotFound	NotFound	NotFound	no	-	0	0	-	
ENSG00000143110	128346	C1orf162	28	NotFound	0.409815821	NotFound	NotFound	no	-	0	7	-	"7566098, 12477932, 14702039, 22046132, 28514442, 33961781, 35156780"
ENSG00000197457	50861	STMN3	-23	-0.232168493	NotFound	NotFound	NotFound	no	-	0	33	-	"9603203, 9788875, 10655513, 11278715, 11780052, 12477932, 12676564, 12858178, 14702039, 15489334, 16169070, 16344560, 18549247, 18816836, 19523119, 19824884, 21297633, 21852239, 21873635, 22577147, 23535732, 23543364, 23864651, 24589734, 25028095, 25511414, 28298427, 28986522, 32296183, 33961781, 34373451, 35031058, 35271311"
ENSG00000066382	744	MPPED2	-27	NotFound	NotFound	-1.1341	NotFound	no	-	0	30	-	"7527372, 8666403, 8889549, 9266672, 12477932, 15489334, 16344560, 17207965, 19060904, 19240061, 20379614, 21516116, 21824479, 21940522, 22262177, 22479191, 22797727, 24556642, 25356737, 25416956, 26186194, 28514442, 30846004, 32040219, 32296183, 33734003, 33961781, 35831314, 35914814, 36797372"
ENSG00000186265	151888	BTLA	39	NotFound	1.121826857	NotFound	NotFound	no	-	0	91	-	"10737800, 12477932, 12796776, 14652006, 14702039, 15489334, 15568026, 15647361, 16131544, 16169851, 16643847, 16932752, 17024343, 17257317, 19155498, 19207938, 19585237, 19762537, 19915044, 20066438, 20331378, 20693422, 21403914, 21592997, 21873635, 21920726, 21959263, 21982860, 22179929, 22205715, 22459947, 22634623, 22691359, 22903545, 23375291, 23692853, 24162774, 24909289, 25261097, 25334051, 26137961, 26277622, 26841832, 27152329, 27234378, 27412504, 27717503, 27743606, 27933341, 28056053, 28164546, 28754817, 29061848, 29353075, 29558758, 30116751, 30134817, 30918139, 30971546, 30984188, 31497018, 31514450, 31594403, 31774112, 32027253, 32060969, 32197584, 32432730, 32437509, 32705113, 32757486, 32775467, 32795404, 33238640, 33348294, 33564688, 33890289, 33906710, 33961781, 33968071, 34831232, 34899718, 35196150, 35537322, 35945755, 35958579, 36081508, 36552785, 36741370, 37041226, 37655751"
ENSG00000137648	56649	TMPRSS4	38	NotFound	NotFound	-0.7376	NotFound	no	-	0	65	-	"8889548, 10825129, 12477932, 12975309, 14702039, 15342556, 15489334, 17207965, 17968309, 18029348, 19158246, 20118200, 20631123, 21637307, 22067904, 22692880, 22944691, 23420063, 23922976, 23957953, 23978400, 24012692, 24072509, 24132607, 24299317, 24335200, 24434139, 24434435, 24532432, 24623722, 25203520, 25244400, 25414083, 25416956, 25550850, 26190376, 26546046, 26722035, 26989022, 26993610, 27344186, 27385093, 28259959, 28466252, 28651932, 29254316, 29337109, 29529050, 29750426, 30518486, 31244309, 31659178, 31858539, 31870109, 32296183, 32404436, 32814053, 33649798, 34173918, 34379296, 34595980, 34709727, 35970857, 36380313, 36560452"
ENSG00000184545	1850	DUSP8	23	NotFound	NotFound	NotFound	twas	no	-	0	22	-	"7561881, 8889548, 9192849, 12477932, 13129832, 14702039, 15899389, 17081983, 21873635, 21900206, 22100391, 23602568, 26186194, 27432908, 27880917, 28514442, 32707033, 33131190, 33961781, 35428675, 36724073, 37909329"
ENSG00000265763	118738	ZNF488	-23	NotFound	0.483669764	NotFound	NotFound	no	-	0	15	-	"12477932, 14702039, 15164054, 15489334, 16385451, 16713569, 17207965, 21873635, 25416956, 28514442, 31515488, 32296183, 32814053, 33961781, 36537752"
ENSG00000184515	340542	BEX5	-22	NotFound	-1.665452982	NotFound	NotFound	no	-	0	16	-	"12477932, 15489334, 15772651, 15958283, 16221301, 18236150, 21873635, 23376485, 25416956, 25814554, 29892012, 30575818, 31515488, 32296183, 32814053, 33961781"
ENSG00000136698	55997	CFC1	23	NotFound	-0.761932409	NotFound	NotFound	no	-	0	25	-	"7747776, 10858660, 11062482, 11799476, 12477932, 15096953, 15252450, 15489334, 15815621, 17072672, 17445335, 18162845, 18456715, 18930707, 19661783, 19853937, 20634891, 21640172, 21873635, 25423076, 26186194, 26476731, 27793090, 28620148, 33961781"
ENSG00000233723		LINC01122	-33	NotFound	-1.149437003	NotFound	NotFound	no	-	0	0	-	
ENSG00000005249	5577	PRKAR2B	-21	NotFound	NotFound	-1.4002	NotFound	no	-	0	133	-	"1332964, 1358799, 1582408, 1689049, 1978848, 2165385, 2851102, 3479018, 3691190, 7479855, 7688126, 7790358, 7798223, 7829531, 7946090, 8509414, 8516283, 9151826, 9278385, 9326583, 9671211, 9730685, 9852104, 10228048, 10764601, 10830164, 10864471, 11076863, 11076968, 11102458, 11342137, 11483602, 11557526, 11591815, 11799244, 12221128, 12223483, 12475942, 12477932, 12571245, 12626323, 12690205, 12727985, 12852856, 12853948, 14500661, 14744463, 15187164, 15489336, 15569306, 15629779, 15822905, 16381901, 16407073, 16462731, 17148597, 17168834, 17904549, 18029348, 18505904, 18544528, 18625701, 18836454, 19294699, 19895210, 20007971, 20195266, 20379146, 20392842, 20402410, 20564261, 21068099, 21399614, 21423175, 21651489, 21795691, 21812984, 21873635, 22186894, 22379998, 22792062, 23455922, 23533145, 23667531, 24189052, 24605759, 24662972, 24737441, 24981860, 25268545, 25416956, 25437307, 25476789, 25477193, 25920809, 26158466, 26186194, 26496610, 26871637, 26949739, 27107012, 28008150, 28250426, 28514442, 29117863, 29162697, 29568061, 29761841, 29791485, 30097533, 30274258, 30463901, 31189917, 31363049, 31986411, 32111982, 32296183, 32353859, 32707033, 32877691, 32994395, 33025691, 33058759, 33060197, 33957083, 33961781, 34079125, 35241646, 35271311, 35446349, 35944360, 36634849, 36736316"
ENSG00000129757	1028	CDKN1C	-21	0.779259826	0.598590452	0.5561	NotFound	yes	OpenTargets	3	248	"ppr393667, 34885088, 18183302"	"1786629, 7729683, 7729684, 8610162, 8640800, 8655143, 8841187, 8889548, 8934543, 9106657, 9465025, 9840943, 10323243, 10424811, 10486249, 10713702, 10764802, 11301189, 11746698, 11815601, 11891335, 11891530, 11965547, 12107413, 12239171, 12477932, 12514787, 12532471, 12553041, 12586619, 12665691, 12790805, 12925736, 12947099, 12963725, 14530263, 14612924, 14627666, 14671317, 15007390, 15332324, 15489334, 15492797, 15580267, 15749785, 15821902, 15888726, 15900410, 15936816, 15952111, 15978938, 15985436, 16061564, 16124066, 16289477, 16357845, 16575194, 16705184, 16936778, 16943770, 16950772, 17050328, 17112701, 17351341, 17464323, 17572845, 17885492, 17986608, 18029348, 18325103, 18430730, 18521080, 18647205, 18660753, 18676680, 18822693, 19064572, 19109226, 19116812, 19141585, 19145201, 19170105, 19170196, 19221586, 19340297, 19386358, 19453261, 19542869, 19544095, 19544458, 19571260, 19590511, 19616848, 19625176, 19686743, 19692168, 19734939, 20056082, 20106982, 20301471, 20301499, 20301533, 20301568, 20360068, 20484977, 20503313, 20565244, 20626178, 20634891, 20705733, 21048031, 21205084, 21278784, 21360479, 21371741, 21538272, 21575583, 21767919, 21769918, 21816904, 21873635, 22002319, 22064387, 22079941, 22126772, 22197173, 22205991, 22233925, 22245958, 22292406, 22394561, 22541097, 22569127, 22592318, 22634751, 22705236, 22980580, 22992698, 23008285, 23153226, 23171462, 23187808, 23197429, 23244105, 23421998, 23438793, 23455922, 23580324, 23602568, 23828667, 23842948, 23887308, 23963898, 24065356, 24098681, 24613849, 24624461, 24652995, 24848107, 24852133, 24986528, 25057881, 25195859, 25216674, 25262539, 25339094, 25427884, 25588980, 25852190, 25960208, 26077438, 26091021, 26161420, 26186194, 26271467, 26358311, 26362858, 26496610, 26606000, 26857110, 26985855, 27170453, 27221896, 27402879, 27436784, 27611768, 28106536, 28413121, 28425505, 28508599, 28514442, 28574027, 28803575, 28930539, 28933484, 29207083, 29277274, 29295723, 29325014, 29428729, 29511350, 29614816, 29661169, 29734178, 30077532, 30119259, 30178471, 30544064, 30674583, 30686519, 30792202, 30941985, 31059007, 31194812, 31367252, 31497289, 31708464, 31804259, 31833013, 31961825, 32055942, 32346031, 32364515, 32430359, 32686837, 32933137, 32966862, 33046535, 33076988, 33360007, 33704912, 33792119, 33961781, 33974722, 34018382, 34065128, 34074808, 34272384, 34299047, 34464504, 34580843, 34591612, 36037042, 36127346, 37212524, 37598282, 38102140, 38151968"
ENSG00000140600	6457	SH3GL3	-20	0.305846805	NotFound	NotFound	NotFound	no	-	0	61	-	"9122235, 9169142, 9238017, 9809064, 10535961, 10542231, 10764144, 10816441, 11894096, 12034747, 12135478, 12177062, 12477732, 12477932, 14551139, 15342556, 15383276, 15919751, 16115810, 16169070, 16713569, 17161366, 18391950, 18391951, 18602463, 19266077, 19308258, 19807924, 20397748, 20531441, 20546612, 21653829, 21722156, 21873635, 21900206, 22901147, 22998870, 23376485, 24076656, 24658140, 25402006, 26186194, 27683032, 27720640, 28514442, 29997244, 30021884, 31586073, 31980649, 32193381, 32296183, 32393512, 32640226, 32838362, 33168185, 33524871, 33961781, 34079125, 34702444, 35271311, 37916731"
ENSG00000177875	387856	CCDC184	-23	NotFound	-0.985531972	NotFound	NotFound	no	-	0	13	-	"11076863, 11256614, 12477932, 14702039, 15489336, 16381901, 20379614, 21145461, 21873635, 25416956, 28298427, 29551912, 32296183"
ENSG00000249859		PVT1	30	-0.289151389	NotFound	NotFound	NotFound	yes	OpenTargets	1	0	35978647	
ENSG00000129673	15	AANAT	31	NotFound	-1.940730362	NotFound	NotFound	no	-	0	45	-	"2181999, 7502081, 8024705, 8661026, 8889549, 9238858, 11313340, 11336675, 11393533, 11427721, 11934439, 12039872, 12477932, 12552951, 12736803, 14728993, 15332344, 15489334, 17164235, 17207965, 17503170, 18569588, 18794762, 19086053, 19184136, 19343046, 19839995, 20377855, 20459461, 20586889, 21437622, 21697133, 21778461, 21873635, 25416956, 25910212, 27339900, 28319085, 28368307, 28699174, 31815152, 32296183, 33961781, 34184492, 34763165"
ENSG00000228824	642345	MIR4500HG	-27	NotFound	-1.118747844	NotFound	NotFound	no	-	0	4	-	"11181995, 11329013, 11991713, 32393512"
ENSG00000196187	9725	TMEM63A	21	0.846238598	NotFound	NotFound	NotFound	no	-	0	28	-	"8125298, 9455484, 9872452, 12477932, 14702039, 15489334, 16344560, 16710414, 17897319, 18854154, 19056867, 19913121, 20628086, 20957757, 21873635, 26186194, 28298427, 28514442, 28611215, 28870237, 30382938, 31587869, 33785861, 33961781, 35013218, 35182466, 37543036, 37827155"
ENSG00000185681	254956	MORN5	-24	NotFound	-1.004287644	NotFound	NotFound	no	-	0	6	-	"12477932, 20583170, 24665060, 28514442, 32296183, 33961781"
ENSG00000284505	111188157	LYNX1-SLURP2	23	-0.347622426	NotFound	NotFound	NotFound	no	-	0	3	-	"11181995, 12477932, 26033490"
ENSG00000248801		C8orf34-AS1	-23	NotFound	-2.48934903	NotFound	NotFound	no	-	0	0	-	
ENSG00000166888	6778	STAT6	21	-0.238195759	NotFound	NotFound	NotFound	no	-	0	393	-	"7694370, 7760829, 8085155, 8602263, 8602264, 8810328, 8816495, 9392697, 9584180, 9605853, 9651359, 9712049, 9782085, 9989503, 10454341, 10490661, 10490982, 10601358, 10747856, 10856136, 11032724, 11313257, 11342629, 11369758, 11509556, 11532018, 11574547, 11692112, 11872954, 11912176, 11944890, 12023955, 12039028, 12058257, 12082548, 12138096, 12161424, 12207328, 12234934, 12426308, 12459556, 12477932, 12605697, 12651067, 12689929, 12759487, 12791978, 12794133, 12900808, 12935900, 14519766, 14634100, 14704793, 14719123, 14735150, 14746803, 14757047, 14993689, 15004182, 15044251, 15069079, 15105161, 15145939, 15199062, 15297269, 15342695, 15489334, 15522309, 15526032, 15528258, 15588942, 15637551, 15661890, 15687724, 15695802, 15733066, 15793005, 15888279, 16004996, 16084752, 16103897, 16387423, 16537510, 16547812, 16601843, 16681592, 16810739, 16867043, 16877367, 16951379, 17074026, 17121586, 17151125, 17210636, 17213269, 17237818, 17362266, 17371990, 17433443, 17532201, 17541284, 17606441, 17652621, 17703412, 17705178, 17883727, 18029348, 18037959, 18191727, 18251702, 18267973, 18273035, 18294957, 18296848, 18342537, 18345495, 18497474, 18536936, 18626468, 18636124, 18716132, 18846228, 19011907, 19030780, 19202006, 19247692, 19258923, 19274049, 19282076, 19362457, 19372141, 19419769, 19423540, 19423726, 19488417, 19494273, 19531027, 19540524, 19551406, 19655172, 19665768, 19857574, 19913121, 19949830, 20006706, 20010912, 20040389, 20121258, 20122976, 20128278, 20147633, 20208534, 20211142, 20225206, 20237496, 20339477, 20394509, 20395963, 20406964, 20438785, 20480530, 20498360, 20503287, 20530519, 20576420, 20620946, 20620947, 20624917, 20628086, 20652946, 20716621, 20719954, 20840631, 20859068, 20980261, 21081493, 21093321, 21103663, 21106524, 21123173, 21196282, 21268015, 21275604, 21277633, 21340358, 21357535, 21411736, 21595984, 21601544, 21605467, 21762972, 21765211, 21814192, 21873635, 21988832, 22000020, 22012462, 22017802, 22021169, 22025054, 22045870, 22075330, 22094113, 22108090, 22162773, 22226123, 22365404, 22406175, 22451727, 22509288, 22534531, 22578203, 22660217, 22661199, 22863883, 22909160, 22939629, 22997428, 23154639, 23184467, 23185525, 23297791, 23313952, 23313954, 23351078, 23461825, 23535094, 23575898, 23651608, 23752766, 23761323, 23815671, 23817571, 23834954, 23844087, 23852366, 23861779, 23935100, 24030747, 24053457, 24058793, 24107646, 24401087, 24457460, 24491557, 24513261, 24625420, 24674464, 24702701, 24828787, 24856853, 24906148, 24912007, 24943220, 24952213, 24960198, 24966942, 25056061, 25111027, 25287927, 25351986, 25407941, 25428220, 25445452, 25451482, 25517867, 25554652, 25582503, 25667482, 25761539, 25873501, 25893823, 25952120, 26048407, 26112603, 26134630, 26136329, 26192556, 26208975, 26226844, 26246572, 26344197, 26461141, 26496610, 26617768, 26686340, 26746203, 26758199, 26781462, 26817999, 26829670, 26883114, 26927892, 26945968, 26965583, 26993600, 27018548, 27068523, 27271270, 27322543, 27503909, 27533463, 27581546, 27588910, 27737800, 27803324, 27906181, 28072477, 28099521, 28220394, 28235236, 28414040, 28420002, 28422733, 28525794, 28587956, 28689369, 28752100, 28774779, 28986522, 29126764, 29203888, 29457221, 29466035, 29501729, 29656114, 29739101, 29940288, 30010060, 30021884, 30076218, 30511616, 30532138, 30642265, 30664532, 30854870, 31075146, 31430374, 31530290, 31554795, 31578589, 31798581, 31836852, 31865311, 31876648, 32216968, 32513696, 32525891, 32555149, 32580398, 32686237, 32779479, 32798708, 32863280, 33017719, 33264064, 33497701, 33550532, 33610537, 33653884, 33745702, 33792217, 33845483, 33887215, 33919941, 33961781, 34388250, 34602427, 34626935, 34627950, 35303277, 35363626, 35559673, 35831314, 35914814, 35918104, 36056239, 36216080, 36217030, 36335356, 36346305, 36646704, 36757802, 36884218, 37043379, 37068104, 37106040, 37196636, 37316763, 37461040, 37515878, 37704626, 37924395"
